"Customer Account Number","Invoice Date","Invoice Number","OrderItemNumber","FillNdcUpc","Product","FillUnitPrice","FillQuantity","ExtendedPrice","Account"
"839302","6/5/2019","7138570014","3540135","99073070822","T FREESTYLE LIT T/STRPS*MST*50","46.99","24","1127.76","ESTATES PHARMACY MSX"
"839302","6/5/2019","7138571882","2203727","51672130104","AMMON LACT CR 12% TAR 2X140GM","9.49","24","227.76","ESTATES PHARMACY MSX"
"839302","6/5/2019","7138571882","1864859","60505057804","AZELAST OS 0.05%    APX   6ML","3.50","24","84.00","ESTATES PHARMACY MSX"
"839302","6/5/2019","7138570014","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","4","340.00","ESTATES PHARMACY MSX"
"839302","6/5/2019","7138571882","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.80","50","240.00","ESTATES PHARMACY MSX"
"839302","6/6/2019","7138800711","3900925","68462053494","TACROLIMUS OINT 0.1%GLEN100GM","194.99","2","389.98","ESTATES PHARMACY MSX"
"839302","6/7/2019","7139026825","2080729","16714085402","METOPROL SUCC ER 100MG500NSTR","64.99","1","64.99","ESTATES PHARMACY MSX"
"839302","6/7/2019","7139026825","2078392","16714085202","METOPROL SUCC ER 25MG 500NSTR","34.99","1","34.99","ESTATES PHARMACY MSX"
"839302","6/7/2019","7139026825","2080679","16714085302","METOPROL SUCC ER 50MG 500NSTR","34.99","1","34.99","ESTATES PHARMACY MSX"
"839302","6/7/2019","7139026475","3902707","51672213008","IBUPROF CHL OS100MG/5MLTAR4OZ","2.00","100","200.00","ESTATES PHARMACY MSX"
"839302","6/7/2019","7139026825","2080778","16714085502","METOPROL SUCC ER 200MG500NSTR","64.99","1","64.99","ESTATES PHARMACY MSX"
"839302","6/12/2019","7139841055","1267152","00168009960","KETOCONAZOLE CRM 2% SAN  60GM","17.75","30","532.50","ESTATES PHARMACY MSX"
"839302","6/18/2019","7140843969","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","6/18/2019","7140843969","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","6/18/2019","7140843969","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","6/18/2019","7140843969","3902707","51672213008","IBUPROF CHL OS100MG/5MLTAR4OZ","1.90","500","950.00","ESTATES PHARMACY MSX"
"839302","6/19/2019","7141073689","2141661","00781519192","LEVOTHYROX TAB 137MCG SAN  90","15.99","2","31.98","ESTATES PHARMACY MSX"
"839302","6/19/2019","7141073689","2080679","16714085302","METOPROL SUCC ER 50MG 500NSTR","34.99","4","139.96","ESTATES PHARMACY MSX"
"839302","6/19/2019","7141073689","2155539","00781518592","LEVOTHYROX TB 112MCG SAN   90","15.99","2","31.98","ESTATES PHARMACY MSX"
"839302","6/24/2019","7141824250","1713684","49884070155","CLOMIPH CITR TAB 50MG PAR  30","18.00","6","108.00","ESTATES PHARMACY MSX"
"839302","6/24/2019","7141825702","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","4","340.00","ESTATES PHARMACY MSX"
"839302","6/24/2019","7141824250","3451200","29300024210","AMLODIPINE BESYL TB5MGUNI1000","7.00","2","14.00","ESTATES PHARMACY MSX"
"839302","7/1/2019","7143104503","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","7/1/2019","7143104502","2078392","16714085202","METOPROL SUCC ER 25MG 500NSTR","34.99","4","139.96","ESTATES PHARMACY MSX"
"839302","7/1/2019","7143104502","2080679","16714085302","METOPROL SUCC ER 50MG 500NSTR","34.99","4","139.96","ESTATES PHARMACY MSX"
"839302","7/1/2019","7143104503","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","179.99","2","359.98","ESTATES PHARMACY MSX"
"839302","7/1/2019","7143104503","1398155","00781518410","LEVOTHYROX TB 100MCG SAN 1000","179.99","1","179.99","ESTATES PHARMACY MSX"
"839302","7/3/2019","7143566181","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.80","48","230.40","ESTATES PHARMACY MSX"
"839302","7/9/2019","7144420924","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","5","425.00","ESTATES PHARMACY MSX"
"839302","7/16/2019","7145754848","2078392","16714085202","METOPROL SUCC ER 25MG 500NSTR","34.99","5","174.95","ESTATES PHARMACY MSX"
"839302","7/16/2019","7145754848","2080679","16714085302","METOPROL SUCC ER 50MG 500NSTR","34.99","5","174.95","ESTATES PHARMACY MSX"
"839302","7/19/2019","7146422112","1864859","60505057804","AZELAST OS 0.05%    APX   6ML","3.50","24","84.00","ESTATES PHARMACY MSX"
"839302","7/19/2019","7146422112","3745536","69097031987","BUDESON INH/S 0.5MG/2ML CIP30","26.00","4","104.00","ESTATES PHARMACY MSX"
"839302","7/22/2019","7146728051","3955325","50228042360","RANOLAZINE ER 500MG SCI 60","19.00","18","342.00","ESTATES PHARMACY MSX"
"839302","7/23/2019","7146953351","3540135","99073070822","T FREESTYLE LIT T/STRPS*MST*50","47.00","25","1175.00","ESTATES PHARMACY MSX"
"839302","7/26/2019","7147653439","2078392","16714085202","METOPROL SUCC ER 25MG 500NSTR","34.99","5","174.95","ESTATES PHARMACY MSX"
"839302","7/26/2019","7147653439","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","179.99","2","359.98","ESTATES PHARMACY MSX"
"839302","7/26/2019","7147653439","3792819","68180096503","LEVOTHY SOD TB0.025MG LUP1000","157.32","1","157.32","ESTATES PHARMACY MSX"
"839302","8/2/2019","7148899930","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","165.00","1","165.00","ESTATES PHARMACY MSX"
"839302","8/2/2019","7148899929","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","5","425.00","ESTATES PHARMACY MSX"
"839302","8/7/2019","7149692383","3923489","68462044718","SEVELAMER HCI TB800MG GLEN180","550.00","5","2750.00","ESTATES PHARMACY MSX"
"839302","8/8/2019","7149960569","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","48","228.00","ESTATES PHARMACY MSX"
"839302","8/13/2019","7150749455","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","165.00","1","165.00","ESTATES PHARMACY MSX"
"839302","8/13/2019","7150749455","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","8/13/2019","7150749455","1398155","00781518410","LEVOTHYROX TB 100MCG SAN 1000","179.99","1","179.99","ESTATES PHARMACY MSX"
"839302","8/14/2019","7150989443","3585742","00378392593","FEBUXOSTAT TB 40MG MYL 30","84.99","4","339.96","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","3585742","00378392593","FEBUXOSTAT TB 40MG MYL 30","80.00","5","400.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","3977584","64380079901","S OSELTAM PHO 75MG STR*MST*10","9.50","150","1425.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","1398189","00781518710","LEVOTHYROX 150MCG   SAN  1000","170.00","1","170.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","1398171","00781518610","LEVOTHYROX SOD 125MCG SAN1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","3682747","50742063360","METFORM ER TAB 500MG INGE 60","55.00","4","220.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155123873","2141471","00781518392","LEVOTHYROX TAB 88MCG SAN   90","13.00","5","65.00","ESTATES PHARMACY MSX"
"839302","9/6/2019","7155122796","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","10","850.00","ESTATES PHARMACY MSX"
"839302","9/9/2019","7155453772","3797867","52191035006","SELENIUM SULFSHM2.3%CIN 180ML","170.00","2","340.00","ESTATES PHARMACY MSX"
"839302","9/9/2019","7155453771","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","48","228.00","ESTATES PHARMACY MSX"
"839302","9/9/2019","7155453771","3569779","27241003103","OMEPR SODBIC CP20/1100MGAJA30","15.00","5","75.00","ESTATES PHARMACY MSX"
"839302","9/10/2019","7155698497","3764388","42195095510","BUTAL+AC+CA 50/300/40XSP 100","70.00","3","210.00","ESTATES PHARMACY MSX"
"839302","9/10/2019","7155698498","3902707","51672213008","IBUPROF CHL OS100MG/5MLTAR4OZ","1.90","223","423.70","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","1950708","59762313001","AZITHROMY OS 900MG GRE 22.5ML","5.00","5","25.00","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","3492907","16714048301","CLINDAMY HCI 75MG/5ML NSTR100","9.99","3","29.97","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155956716","3540135","99073070822","T FREESTYLE LIT T/STRPS*MST*50","47.00","25","1175.00","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","3728219","68180044101","CEPHALEX O/S 250/5MLLUPI100ML","4.99","5","24.95","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","3709417","68180044102","CEPHALEX O/S 250/5MLLUPI200ML","5.99","5","29.95","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953546","1206127","00472011745","TRETINOIN CRM .025% ACTA 45GM","29.99","5","149.95","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","1206127","00472011745","TRETINOIN CRM .025% ACTA 45GM","29.99","2","59.98","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","1951144","59762314001","AZITHROMY O/S 1200MG GRE 30ML","5.00","5","25.00","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","3701455","68180044001","CEPHALEX O/S 125/5ML LUP100ML","3.99","5","19.95","ESTATES PHARMACY MSX"
"839302","9/11/2019","7155953545","3779428","51672139409","TRETINOIN CRM .05% TARO 45GM","63.99","2","127.98","ESTATES PHARMACY MSX"
"839302","9/12/2019","7156190635","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","9/12/2019","7156190635","1185503","00781518492","LEVOTHYROX TAB 100MCG SAN  90","15.00","4","60.00","ESTATES PHARMACY MSX"
"839302","9/18/2019","7157220701","3431079","27241010906","RANITIDINE CAP 150MG AJAN 60","4.00","50","200.00","ESTATES PHARMACY MSX"
"839302","9/23/2019","7158017704","3961380","00093306406","ASPIR ER DIPYCP25/200MGTEVA60","70.00","3","210.00","ESTATES PHARMACY MSX"
"839302","9/23/2019","7158017704","3537347","45802015065","ALOGLIPTIN TAB 25MG PERR 30","179.45","2","358.90","ESTATES PHARMACY MSX"
"839302","9/23/2019","7158017704","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","4","340.00","ESTATES PHARMACY MSX"
"839302","9/23/2019","7158017704","3792900","68180096803","LEVOTHY SOD TB0.088MG LUP1000","140.00","2","280.00","ESTATES PHARMACY MSX"
"839302","9/23/2019","7158017704","3792983","68180097203","LEVOTHY SOD TB0.137MG LUP1000","140.00","2","280.00","ESTATES PHARMACY MSX"
"839302","9/24/2019","7158274834","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","9/24/2019","7158274834","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","9/26/2019","7158785048","3431079","27241010906","RANITIDINE CAP 150MG AJAN 60","4.00","50","200.00","ESTATES PHARMACY MSX"
"839302","9/30/2019","7159331243","3585742","00378392593","FEBUXOSTAT TB 40MG MYL 30","77.00","5","385.00","ESTATES PHARMACY MSX"
"839302","10/2/2019","7159818539","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","140.00","2","280.00","ESTATES PHARMACY MSX"
"839302","10/2/2019","7159818539","3267374","16714086801","PALIPERIDONE ER TB 6MG 30NSTR","155.00","2","310.00","ESTATES PHARMACY MSX"
"839302","10/2/2019","7159818539","3792777","68180096603","LEVOTHYRO SOD TB0.05MGLUP1000","140.00","1","140.00","ESTATES PHARMACY MSX"
"839302","10/18/2019","7162750528","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","6","510.00","ESTATES PHARMACY MSX"
"839302","10/24/2019","7163749518","3540135","99073070822","T FREESTYLE LIT T/STRPS*MST*50","47.00","25","1175.00","ESTATES PHARMACY MSX"
"839302","10/24/2019","7163749517","3431079","27241010906","RANITIDINE CAP 150MG AJAN 60","4.39","95","417.05","ESTATES PHARMACY MSX"
"839302","10/24/2019","7163749518","3431079","27241010906","RANITIDINE CAP 150MG AJAN 60","4.00","49","196.00","ESTATES PHARMACY MSX"
"839302","10/25/2019","7163990439","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","5","425.00","ESTATES PHARMACY MSX"
"839302","11/4/2019","7165579844","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","11/4/2019","7165579844","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","140.00","1","140.00","ESTATES PHARMACY MSX"
"839302","11/4/2019","7165579844","1398155","00781518410","LEVOTHYROX TB 100MCG SAN 1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","11/4/2019","7165579844","2155539","00781518592","LEVOTHYROX TB 112MCG SAN   90","14.00","6","84.00","ESTATES PHARMACY MSX"
"839302","11/4/2019","7165579844","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","50","237.50","ESTATES PHARMACY MSX"
"839302","11/7/2019","7166261172","3585742","00378392593","FEBUXOSTAT TB 40MG MYL 30","69.99","12","839.88","ESTATES PHARMACY MSX"
"839302","11/7/2019","7166265281","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","8","680.00","ESTATES PHARMACY MSX"
"839302","11/11/2019","7166804166","3955333","50228042460","RANOLAZINE ER 1000MG SCI 60","26.99","10","269.90","ESTATES PHARMACY MSX"
"839302","11/12/2019","7167043383","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","140.00","3","420.00","ESTATES PHARMACY MSX"
"839302","11/12/2019","7167043383","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","160.00","3","480.00","ESTATES PHARMACY MSX"
"839302","11/13/2019","7167285476","1950708","59762313001","AZITHROMY OS 900MG GRE 22.5ML","5.00","6","30.00","ESTATES PHARMACY MSX"
"839302","11/13/2019","7167285476","1949775","59762311001","AZITHROMY O/S 300MG GRE  15ML","5.00","6","30.00","ESTATES PHARMACY MSX"
"839302","11/13/2019","7167285476","3709417","68180044102","CEPHALEX O/S 250/5MLLUPI200ML","5.75","12","69.00","ESTATES PHARMACY MSX"
"839302","11/13/2019","7167285476","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","48","228.00","ESTATES PHARMACY MSX"
"839302","11/21/2019","7168913453","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","1","160.00","ESTATES PHARMACY MSX"
"839302","11/21/2019","7168913453","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","160.00","1","160.00","ESTATES PHARMACY MSX"
"839302","11/21/2019","7168913453","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","5","425.00","ESTATES PHARMACY MSX"
"839302","11/21/2019","7168913453","3792819","68180096503","LEVOTHY SOD TB0.025MG LUP1000","140.00","2","280.00","ESTATES PHARMACY MSX"
"839302","11/25/2019","7169470042","1950708","59762313001","AZITHROMY OS 900MG GRE 22.5ML","5.00","7","35.00","ESTATES PHARMACY MSX"
"839302","11/25/2019","7169470042","1949775","59762311001","AZITHROMY O/S 300MG GRE  15ML","5.00","7","35.00","ESTATES PHARMACY MSX"
"839302","11/25/2019","7169470042","1951144","59762314001","AZITHROMY O/S 1200MG GRE 30ML","5.00","7","35.00","ESTATES PHARMACY MSX"
"839302","11/25/2019","7169470041","3952090","16714096401","ASPI+DIP ER CP25/200MG NSTR60","65.00","4","260.00","ESTATES PHARMACY MSX"
"839302","12/3/2019","7170757262","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","12/3/2019","7170757262","1398155","00781518410","LEVOTHYROX TB 100MCG SAN 1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","12/3/2019","7170758774","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","5","425.00","ESTATES PHARMACY MSX"
"839302","12/3/2019","7170757262","3792900","68180096803","LEVOTHY SOD TB0.088MG LUP1000","140.00","2","280.00","ESTATES PHARMACY MSX"
"839302","12/13/2019","7172726411","3585742","00378392593","FEBUXOSTAT TB 40MG MYL 30","69.99","5","349.95","ESTATES PHARMACY MSX"
"839302","12/13/2019","7172726411","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","48","228.00","ESTATES PHARMACY MSX"
"839302","12/13/2019","7172726412","3281482","68682011320","MESALAMINE ER CP0.375GMBAU120","255.00","3","765.00","ESTATES PHARMACY MSX"
"839302","12/16/2019","7173045655","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","12/16/2019","7173045655","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","134.99","2","269.98","ESTATES PHARMACY MSX"
"839302","12/16/2019","7173045655","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","139.49","2","278.98","ESTATES PHARMACY MSX"
"839302","12/16/2019","7173044102","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","6","510.00","ESTATES PHARMACY MSX"
"839302","12/16/2019","7173044103","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","5","425.00","ESTATES PHARMACY MSX"
"839302","12/23/2019","7174325802","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","24","114.00","ESTATES PHARMACY MSX"
"839302","12/23/2019","7174325802","2730935","00093202631","S AZITH O/S1200MG PLI*MST*30ML","3.89","15","58.35","ESTATES PHARMACY MSX"
"839302","12/23/2019","7174325802","3246154","00093202623","S AZITH OS200MG/5ML*MST*15ML","3.89","15","58.35","ESTATES PHARMACY MSX"
"839302","1/6/2020","7176422616","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","134.99","4","539.96","ESTATES PHARMACY MSX"
"839302","1/6/2020","7176422616","3406485","60432060816","PROMETH SYRP 6.25MG MOR  16OZ","5.99","6","35.94","ESTATES PHARMACY MSX"
"839302","1/6/2020","7176422616","3942331","69315030230","S HYDROC CRM2.5%LEAD*MST*30GR","4.75","30","142.50","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972183","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972183","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","134.99","6","809.94","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972183","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","134.99","6","809.94","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972182","2730935","00093202631","S AZITH O/S1200MG PLI*MST*30ML","3.89","12","46.68","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972182","3246154","00093202623","S AZITH OS200MG/5ML*MST*15ML","3.89","12","46.68","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972182","2731099","00093202723","S AZITHR O/S100MG/5ML*MST*15ML","3.89","12","46.68","ESTATES PHARMACY MSX"
"839302","1/14/2020","7177972182","3263464","00093202694","S AZITHR OS200/5ML*MST*22.5ML","3.89","12","46.68","ESTATES PHARMACY MSX"
"839302","1/15/2020","7178224494","3281482","68682011320","MESALAMINE ER CP0.375GMBAU120","255.00","3","765.00","ESTATES PHARMACY MSX"
"839302","1/20/2020","7179013131","3977584","64380079901","S OSELTAM PHO 75MG STR*MST*10","5.99","50","299.50","ESTATES PHARMACY MSX"
"839302","1/20/2020","7179013131","3774973","68180067801","OSELTAM PHOS OS6MG/ML LUP60ML","18.99","60","1139.40","ESTATES PHARMACY MSX"
"839302","1/20/2020","7179013132","3587144","64980032430","PROCTOZONE HC CRM 2.5% RIS30G","4.75","48","228.00","ESTATES PHARMACY MSX"
"839302","1/21/2020","7179248192","3774973","68180067801","OSELTAM PHOS OS6MG/ML LUP60ML","18.99","58","1101.42","ESTATES PHARMACY MSX"
"839302","1/21/2020","7179248191","3581097","43598051010","ESOMEPRAZ MG DR 40MG DR/R1000","125.99","2","251.98","ESTATES PHARMACY MSX"
"839302","1/23/2020","7179738915","3923489","68462044718","SEVELAMER HCI TB800MG GLEN180","550.00","4","2200.00","ESTATES PHARMACY MSX"
"839302","1/28/2020","7180539479","3585742","00378392593","FEBUXOSTAT TB 40MG MYL 30","29.99","5","149.95","ESTATES PHARMACY MSX"
"839302","1/28/2020","7180539480","3774973","68180067801","OSELTAM PHOS OS6MG/ML LUP60ML","18.99","98","1861.02","ESTATES PHARMACY MSX"
"839302","1/28/2020","7180542584","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","1","85.00","ESTATES PHARMACY MSX"
"839302","2/5/2020","7182039138","3281482","68682011320","MESALAMINE ER CP0.375GMBAU120","255.00","3","765.00","ESTATES PHARMACY MSX"
"839302","2/6/2020","7182276932","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","2/6/2020","7182276932","1398155","00781518410","LEVOTHYROX TB 100MCG SAN 1000","160.00","2","320.00","ESTATES PHARMACY MSX"
"839302","2/7/2020","7182502207","3774973","68180067801","OSELTAM PHOS OS6MG/ML LUP60ML","18.99","48","911.52","ESTATES PHARMACY MSX"
"839302","2/7/2020","7182502206","3587144","64980032430","PROCTOZONE HC CRM 2.5% RIS30G","4.75","100","475.00","ESTATES PHARMACY MSX"
"839302","2/10/2020","7182841226","3792900","68180096803","LEVOTHY SOD TB0.088MG LUP1000","130.00","2","260.00","ESTATES PHARMACY MSX"
"839302","2/12/2020","7183320195","3925849","69784018010","POLYETH GLY PWD  WOOD3350 100","85.00","6","510.00","ESTATES PHARMACY MSX"
"839302","2/21/2020","7185041294","1398122","00781518210","LEVOTHYROX TB 75MCG SAN  1000","160.00","1","160.00","ESTATES PHARMACY MSX"
"839302","2/21/2020","7185041294","1398072","00781518010","LEVOTHYROX TB 25MCG SAN  1000","134.99","4","539.96","ESTATES PHARMACY MSX"
"839302","2/21/2020","7185041294","1398114","00781518110","LEVOTHYROX TB 50MCG SAN  1000","134.99","4","539.96","ESTATES PHARMACY MSX"
"839302","2/21/2020","7185041294","1398189","00781518710","LEVOTHYROX 150MCG   SAN  1000","165.00","2","330.00","ESTATES PHARMACY MSX"
"839302","2/21/2020","7185041294","3587144","64980032430","PROCTOZONE HC CRM 2.5% RIS30G","4.75","100","475.00","ESTATES PHARMACY MSX"
"839302","2/26/2020","7185871214","2236461","59762444002","METHYLPRED TB 4MG DSP GRE  21","1.99","100","199.00","ESTATES PHARMACY MSX"
"839302","2/26/2020","7185871214","3281482","68682011320","MESALAMINE ER CP0.375GMBAU120","255.00","1","255.00","ESTATES PHARMACY MSX"
"839302","3/3/2020","7186976215","1951144","59762314001","AZITHROMY O/S 1200MG GRE 30ML","4.00","30","120.00","ESTATES PHARMACY MSX"
"839302","3/3/2020","7186976215","2731099","00093202723","S AZITHR O/S100MG/5ML*MST*15ML","3.50","15","52.50","ESTATES PHARMACY MSX"
